Probe name,Rating in cell,Rating in organism,Number of Ratings,Unsuitable,URL,Target name,Target class,Target subclass,Published on,Uniprot ID,InChI key,SMILES,PAINS,Toxicophore,ChEMBL ID,canSAR ID,Reference (PMID),Mechanism of action,Potency value,Potency assay,Potency value in cells,Potency assay (cells),Potency in cells,Organism,Dose,Control compound
LXR-623,2.5,4.0,2.0,No,https://www.chemicalprobes.org/lxr-623,"NR1H2, NR1H3","NHR, NHR","NR1 Subfamily, NR1 Subfamily",2020-07-16,"P55055, Q13133",KYWWJENKIMRJBI-UHFFFAOYSA-N,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,No,No,CHEMBL456237,160497,"www.doi.org/10.1186/1479-5876-6-59, www.doi.org/10.1194/jlr.M900037-JLR200, www.doi.org/10.1093/eurheartj/ehr136, www.doi.org/10.1016/j.ccell.2016.09.008, www.doi.org/10.1021/jm800799q, https://pubmed.ncbi.nlm.nih.gov/18925943/, https://pubmed.ncbi.nlm.nih.gov/19318684/, https://pubmed.ncbi.nlm.nih.gov/21606082/, https://pubmed.ncbi.nlm.nih.gov/27746144/, https://pubmed.ncbi.nlm.nih.gov/18973288/",Partial Agonist,"179 nM, 24 nM",Radio Labelled binding assay,"GAL4 LXRα 6.66 uM (53), GAL4 LXRβ 3.67 uM (73); GAL4 LXRα 6.66 uM (53); ABAC1 0.53 uM (100); C-Efflux 1.27 uM (140); SREBP1 2.11 uM (58); Lipid acc. 1.91 uM (35)","Huh-7 human hepatoma cell based Gal4 LXRα or LXRβ transactivation assay, Cell functional assay for gene expression.","EC50 , (% effect)",Other,"30 (r), 50 (m) mg/kg/day, 15, 50 mg/Kg (R), 20, 60, and 120 mg/kg/day (ham), 50 mg/Kg (mon)Rab",
WZ4003,3.0,2.0,3.0,No,https://www.chemicalprobes.org/wz4003,"NUAK1, NUAK2","Kinase, Kinase","CAMK, CAMK",2015-12-10,"O60285, Q9H093",SDGJBAUIGHSMRI-UHFFFAOYSA-N,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,No,No,CHEMBL4303523,616919,"www.doi.org/10.1042/BJ20131152, http://www.ncbi.nlm.nih.gov/pubmed/24171924",Inhibitor,"20 nM, 100 nM","Kinase assay, Kinase Assay",,"In HEK-293 cells, WZ4003 dose-dependently inhibited NUAK protein substrate phosphorylation.",,,,
ML323,3.3,0.0,3.0,No,https://www.chemicalprobes.org/ml323,"USP1, WDR48","Other post-translational modification, Other post-translational modification","Deubiquitinase, Deubiquitinase",2016-10-14,"O94782, Q8TAF3",VUIRVWPJNKZOSS-UHFFFAOYSA-N,Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1,No,No,CHEMBL3182437,207292,"http://pubs.acs.org/doi/10.1021/jm5010495, http://www.nature.com/nchembio/journal/v10/n4/full/nchembio.1455.html, http://www.ncbi.nlm.nih.gov/pubmed/25229643, https://www.ncbi.nlm.nih.gov/pubmed/24531842",Allosteric inhibitor,76 nM,"USP1/UAF1 activity was monitored in a fluorometric ubiquitin−rhodamine110 assay. 
ML323 also showed IC50s of 174 nM and 820 nM in orthogonal gel-based assays using K63-linked diubiquitin (di-Ub) and monoubiquitinated PCNA (Ub-PCNA) as substrates, respectively.",,"Activity-based profiling with hemagglutinin (HA)-tagged ubiquitin vinyl methyl ester (HA-Ub-VME) in HEK293T cells revealed that ML323 could selectively and dose-dependently inhibit the labeling of USP1. ML323 also increased mUb of PCNA and FANCD2 in H596 cells, recapitulating results obtained with shRNA targeting USP1.",,,,NCGC-959
BAY-826,3.0,3.0,1.0,No,https://www.chemicalprobes.org/bay-826,"TIE1, TEK, DDR1, DDR2","Kinase, Kinase, Kinase, Kinase","TK, TK, TK, TK",2020-06-15,"P35590, Q02763, Q08345, Q16832",MPASHPJAIUOWCK-UHFFFAOYSA-N,Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1,No,No,CHEMBL3907057,2933235,"www.doi.org/10.1111/jnc.13877, https://pubmed.ncbi.nlm.nih.gov/27787897/",Inhibitor,"0.9 nM, 1.6 nM, 0.45 nM, 0.4 nM, 1.3","KINOMEscan, In house kinase assay","2.7 nM, 0.7 nM, 3.0 nM, 4.5 nM",Functional cellular assays: NanoBRET assay,IC 50,Rat,"25, 50, 100 mg/Kg",BAY-309
HG-9-91-01,3.0,1.7,3.0,No,https://www.chemicalprobes.org/hg-9-91-01,"SIK1, SIK2, SIK3","Kinase, Kinase, Kinase","CAMK, CAMK, CAMK",2015-12-10,"P57059, Q9H0K1, Q9Y2K2",UYUHRKLITDJEHB-UHFFFAOYSA-N,COc1ccc(N(C(=O)Nc2c(C)cccc2C)c2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c(OC)c1,Yes,No,CHEMBL4553284,2945471,"www.doi.org/10.1073/pnas.1215450109, http://www.ncbi.nlm.nih.gov/pubmed/23033494",ATP-competitive inhibitor,"0.92 nM, 6.6 nM, 9.6 nM",In vitro kinase assay,,Inhibition of protein substrate phosphorylation in macrophages,,,,
BI-D1870,2.0,1.0,3.0,No,https://www.chemicalprobes.org/bi-d1870,"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6","Kinase, Kinase, Kinase, Kinase","AGC, AGC, AGC, AGC",2015-12-10,"Q15418, Q15349, P51812, Q9UK32",DTEKTGDVSARYDS-UHFFFAOYSA-N,CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C,No,No,CHEMBL573107,1913977,"www.doi.org/10.1042/BJ20061088, http://www.ncbi.nlm.nih.gov/pubmed/17040210",ATP-competitive inhibitor,"31 nM RPS6KA1, 18 nM, 24 nM, 15 nM",In Vitro Kinase assay @ 100 uM ATP,1 uM,"In HEK-293 cells, BI-D1870 inhibited phosphorylation of RPS6KA protein substrates but not those for several off-target kinases",IC50,,,
PF-3758309,2.5,2.5,4.0,No,https://www.chemicalprobes.org/pf-3758309,"PAK1, PAK4, PAK5, PAK6","Kinase, Kinase, Kinase, Kinase","STE, STE, STE, STE",2015-12-10,"Q13153, O96013, Q9P286, Q9NQU5",AYCPARAPKDAOEN-LJQANCHMSA-N,Cc1nc(Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,No,No,CHEMBL3128043,651981,"www.doi.org/10.1073/pnas.0911863107, http://www.ncbi.nlm.nih.gov/pubmed/20439741",ATP-competitive inhibitor,"13.7 nM, PAK4 18.7 nM, 2.7 nM, 4.5 nM, 18.1 nM, 17.1 nM","Biochemical Assay, ITC, SPR",1.3 nM,Inhibition of PAK protein substrate phosphorylation,IC50,Mouse,7.5-30 mg/kg,
AC710,2.0,2.0,2.0,No,https://www.chemicalprobes.org/ac710,"CSF1R, FLT3, KIT, PDGFRB, PDGFRA","Kinase, Kinase, Protein kinase, Kinase, Kinase","TK, TK, TK, TK, TK",2020-11-27,"P07333, P36888, P10721, P09619, P16234",JVCWPUFNLFSKFS-UHFFFAOYSA-N,CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C,No,No,CHEMBL2206278,850277,"http://pubs.acs.org/doi/abs/10.1021/ml300214g, https://www.ncbi.nlm.nih.gov/pubmed/?term=24900421",Inhibitor,"0.5 nM, 0.6 nM, 1 nM, 1.3 nM",Competition binding assay (KinomeScan),"10.5 nM, 2 nM, 1.2 nM, 7.7 nM",Phosphorylation MSD assay,IC50,Mouse,"3, 10, 30 mg/Kg",
IMP-1710,3.3,0.0,3.0,No,https://www.chemicalprobes.org/imp-1710,UCHL1,Other,Peptidase C12 family,2021-06-22,P09936,FYMVGXGSNIVSKY-NRFANRHFSA-N,C#Cc1cnc2[nH]cc(-c3cccc4c3CCN4C(=O)[C@@H]3CCCN3C#N)c2c1,No,Yes,,3313091,"www.doi.org/10.1021/jacs.0c04527, https://pubmed.ncbi.nlm.nih.gov/32579346/",Covalent Inhibitor,38 nM,Fluorescence polarization (FP) assay using Ub-Lys-TAMRA,110 nM,Homogeneous time-resolved fluorescence (HTRF) assay in Cal51 cells,IC50,,,cpd 3
SGC-CBP30,3.3,0.0,3.0,No,https://www.chemicalprobes.org/sgc-cbp30,"EP300, CREBBP","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2015-11-03,"Q09472, Q92793",GEPYBHCJBORHCE-SFHVURJKSA-N,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,No,No,CHEMBL3622373,767103,"www.doi.org/10.1021/ja412434f, www.doi.org/10.1073/pnas.1501956112, http://www.ncbi.nlm.nih.gov/pubmed/?term=24946055, http://www.ncbi.nlm.nih.gov/pubmed/?term=26261308",Antagonist,"47 nM, 38 nM",Biolayer interference.,,"In HeLa cells, SGC-CBP30 displaced CREBBP from chromatin in a FRAP assay.",,,,SGC-CBP30N (BDOIA513)
XAV939,1.3,0.0,3.0,No,https://www.chemicalprobes.org/xav939,"TNKS, TNKS2, PARP1, PARP2","Other post-translational modification, Other post-translational modification, Other post-translational modification, Other post-translational modification","PARP, PARP, PARP, PARP",2016-07-29,"O95271, Q9H2K2, P09874, Q9UGN5",KLGQSVMIPOVQAX-UHFFFAOYSA-N,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,No,No,CHEMBL1086580,1246871,"http://www.nature.com/nature/journal/v461/n7264/full/nature08356.html, http://pubs.acs.org/doi/pdf/10.1021/acs.jmedchem.6b00990, http://www.ncbi.nlm.nih.gov/pubmed/19759537, https://www.ncbi.nlm.nih.gov/pubmed/?term=28001384",Inhibitor,"99 nM, 93 nM",CY5-labeled XAV939 binding assay,,"In HEK293 cells, XAV939 inhibited SuperTopFlash-luciferase reporter expression (Wnt/B-catenin-dependent expression).",,,,LDW643
AZ6102,3.0,3.0,3.0,No,https://www.chemicalprobes.org/az6102,"TNKS, TNKS2","Other post-translational modification, Other post-translational modification","PARP, PARP",2016-07-29,"O95271, Q9H2K2",WCPTUQOMNJBIET-CALCHBBNSA-N,Cc1cc(N2C[C@H](C)N[C@H](C)C2)ncc1-c1ccc(-c2nc(=O)c3ccn(C)c3[nH]2)cc1,No,No,,2879308,"http://pubs.acs.org/doi/abs/10.1021/ml5003663, http://pubs.acs.org/doi/pdf/10.1021/acs.jmedchem.6b00990, http://www.ncbi.nlm.nih.gov/pubmed/?term=25815142, https://www.ncbi.nlm.nih.gov/pubmed/?term=28001384",NAD+ competitive inhibitor,"3 nM, 100 nM, 1 nM, 0.6 nM","Scintillation Proximity Assay (SPA): The assay was designed to measure compound inhibition of Tankyrase-1 autoPARsylation (Tankyrase-1 was both enzyme and substrate in this assay)., In vitro ADP ribosylation assays",0.005 uM,Inhibition of the Wnt pathway as demonstrated in a TCF TOPflash reporter assay in DLD-1 cells.,"IC 50, IC50",Other,25 mg/kg IV (mouse),
BAY-985,3.0,2.3,3.0,No,https://www.chemicalprobes.org/bay-985,"TBK1, IKBKE","Kinase, Kinase","Ser/Thr Protein Kinase, Ser/Thr Protein Kinase",2020-05-16,"Q9UHD2, Q14164",HZRJHVDNTDBTOZ-QGZVFWFLSA-N,C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1,No,No,CHEMBL4537673,2937943,"www.doi.org/10.1021/acs.jmedchem.9b01460, https://www.ncbi.nlm.nih.gov/pubmed/31859507",Inhibitor,"2 nM, 18 nM","Low ATP-TR-FRET-based kinase activity inhibition assays using recombinant human enzymes., High ATP-TR-FRET-based kinase activity inhibition assays using recombinant human enzymes., Low ATP- TR-FRET-based kinase activity inhibition assays using recombinant human enzymes.","312 nM, 1735 nM","NanoBRET; 
anti-proliferative activity;  
no activity in MDA-MB-231 xenograft.",IC50,Mouse,"0.3 mg/Kg IV, up to 200 mg/Kg",BAY-440
L-Moses,2.5,2.0,6.0,No,https://www.chemicalprobes.org/l-moses,"KAT2B, KAT2A","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2017-03-13,"Q92831, Q92830",MSFPLTWUFWOKBX-IFXJQAMLSA-O,Cc1[nH]nc2c3ccccc3c(N[C@@H](C)[C@H](c3ccccc3)N(C)C)n[n+]12,No,No,,2843266,"http://onlinelibrary.wiley.com/doi/10.1002/anie.201610816/abstract, https://www.ncbi.nlm.nih.gov/pubmed/27966810",Antagonist,"48 nM, 47 nM, 126 nM, 220 nM, 550 nM","BROMOscan, PCAF HTRF assay, ITC with PCAF Bromodomain construct, ITC with GCN5 Bromodomain",256 nM,Displacement of PCAF-Brd from H3.3-nanoLuc in live HEK-293 cells using the nanoBRET assay,EC 50,Mouse,10 mg/kg,D-Moses
DS-437,2.0,1.0,3.0,No,https://www.chemicalprobes.org/ds-437,"PRMT5, PRMT7","Epigenetic, Epigenetic","Protein methyltransferase, Protein methyltransferase",2016-08-08,"O14744, Q9NVM4",CACMCLIHCDTJHL-IDTAVKCVSA-N,CCNC(=O)NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,No,No,CHEMBL3577854,1868908,"http://pubs.acs.org/doi/abs/10.1021/ml500467h, http://www.ncbi.nlm.nih.gov/pubmed/?term=25893041",SAM competitive inhibitor,"5900 nM, 25000 nM, 6000 nM, 37000 nM","Enzyme inhibition assay-SPA, In SPR binding assays with H4 peptide (PRMT5-Mep50), In SPR binding assays with H2B peptide (PRMT7)","1000 nM, 8000 nM","In MB-MDA231 cells, DS-437 inhibited protein substrate methylation (SmD and SmB proteins).",IC 50,,,
JW55,1.0,1.0,3.0,No,https://www.chemicalprobes.org/jw55,"TNKS, TNKS2","Other post-translational modification, Other post-translational modification","PARP, PARP",2016-07-29,"O95271, Q9H2K2",ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1,No,No,CHEMBL3753077,475947,"http://cancerres.aacrjournals.org/content/72/11/2822.long, http://www.sciencedirect.com/science/article/pii/S0960894X15303310, http://www.ncbi.nlm.nih.gov/pubmed/22440753, http://www.ncbi.nlm.nih.gov/pubmed/?term=26706174",Inhibitor,"1900 nM, 830 nM",Biochemical PARylation assays,470 nM,"In Wnt-3a-induced HEK293 cells, JW55 inhibited SuperTop-luciferase reporter expression.",IC 50,,,
MS436,0.0,0.0,0.0,No,https://www.chemicalprobes.org/ms436,BRD4,Epigenetic,Bromodomain,2020-12-03,O60885,DZTGIRNXWSZBIM-QURGRASLSA-N,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O,Yes,Yes,CHEMBL3086883,1860952,"http://pubs.acs.org/doi/abs/10.1021/jm401334s, https://www.ncbi.nlm.nih.gov/pubmed/?term=24144283",Inhibitor,85 nM BD1; 340 nM BD2,in vitro fluorescent anisotropy binding assay,"3.8 nM, 4.9 uM","Inhibition of NF-κB pathway (NO assay), ELISA assay",IC 50,,,
GSK2801,2.3,2.0,3.0,No,https://www.chemicalprobes.org/gsk2801,"BAZ2A, BAZ2B","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2016-07-29,"Q9UIF9, Q9UIF8",KHWCPNJRJCNVRI-UHFFFAOYSA-N,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1,No,No,CHEMBL3739699,1780119,"http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.5b00209, http://www.ncbi.nlm.nih.gov/pubmed/25799074",Antagonist,"257 nM, 400 nM, 136 nM, 430 nM","Isothermal Titration Calorimetry and Biolayer interferometry, Biochemical FRET assay",,"In a cellular FRAP assay (U2OS cells), 1 uM GSK2801 displaced GFP-BAZ2A from acetylated chromatin.",,Mouse,30 mg/kg,"GSK8573, with activity against BRD9"
Bafetinib,2.8,2.5,4.0,No,https://www.chemicalprobes.org/bafetinib,"ABL1, LYN","Kinase, Kinase","TK, TK",2015-12-10,"P00519, P07948",ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,No,No,CHEMBL206834,861358,"http://www.bloodjournal.org/content/106/12/3948.long?sso-checked=true, http://www.ncbi.nlm.nih.gov/pubmed/16105974",Inhibitor,"5.8 nM, 19 nM",Kinase Profiler,"11 nM, 22 nM","In K562 and 293T cells, bafetinib dose-dependently inhbited BCR-ABL autophosphorylation and phosphorylation of its substrates. IC50 was 11 nM in K562 cells and 22 nM in 293T cells., IC50 was 11 nM in K562 cells and 22 nM in 293T cells.",IC 50,Mouse,30 mg/kg,
LP99,2.0,0.0,3.0,No,https://www.chemicalprobes.org/lp99,"BRD9, BRD7","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2016-07-29,"Q9H8M2, Q9NPI1",LVDRREOUMKACNJ-BKMJKUGQSA-N,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,No,No,CHEMBL3753082,661124,"http://onlinelibrary.wiley.com/doi/10.1002/anie.201501394/abstract;jsessionid=4E4574D7F79F4604CC4AD2E5F443B79D.f01t03, https://www.ncbi.nlm.nih.gov/pubmed/25864491",Antagonist,"99 nM, 909 nM",Isothermal Calorimetry,"3300 nM, 3700 nM","In HEK293 cells, LP99 disrupted BRD7-NanoLuc--H3.3-HaloTag and BRD9-NanoLuc--H4-HaloTag interaction. LP99 also disrupted BRD9-chromatin interaction as detected by fluorescence recovery after photobleaching assays.",IC 50,,,"2S,3R-enantiomer"
THAL-SNS-032,3.7,0.0,3.0,No,https://www.chemicalprobes.org/thal-sns-032,"CDK9, CDK10","Kinase, Kinase","CMGC, CMGC",2020-11-12,"P50750, Q15131",BXDZOYLPNAIDOC-UHFFFAOYSA-N,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(CC(=O)NCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)s2)o1,No,Yes,CHEMBL4587232,3239852,"www.doi.org/10.1038/nchembio.2538, https://pubmed.ncbi.nlm.nih.gov/29251720/",Degrader (PROTAC),,,"50 nM, 250 nM","Western Blot, Western Blot assessing CDK10 protein level; CDK10 demonstrated partial degradation, but required longer exposure to the compound to achieve full degradation",EC 50,,,
KH-CB19,3.0,2.0,3.0,No,https://www.chemicalprobes.org/kh-cb19,"CLK1, CLK4, DYRK1A","Kinase, Kinase, Kinase","CMGC, CMGC, CMGC",2015-12-10,"P49759, Q9HAZ1, Q13627",CXJCGSPAPOTTSF-VURMDHGXSA-N,CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,No,Yes,CHEMBL1236620,1336958,"http://www.sciencedirect.com/science/article/pii/S1074552110004448, http://www.ncbi.nlm.nih.gov/pubmed/21276940",Inhibitor,"19.7 nM, 530 nM, 55 nM","Phosphorylation reactions were monitored using a coupled-enzyme assay in which ADP production is coupled to NADH oxidation by pyruvate kinase (PK) and lactate dehydrogenase (LDH), enzymatic activity assay",,"KH-CB19 dose-dependently inhibited CLK1 protein substrate phosphorylation (SRp75, SRp55, and SRp20) in HMEC-1 cells. Dose response of KH-CB19 was tested using SRp75 and SRp55, and phosphorylation levels of these two proteins in TNF-α−stimulated cells were significantly reduced at increasing concentration of the inhibitor.",,,,
I-CBP112,3.0,2.0,3.0,No,https://www.chemicalprobes.org/i-cbp112,"EP300, CREBBP","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2015-11-03,"Q09472, Q92793",YKNAKDFZAWQEEO-IBGZPJMESA-N,CCC(=O)N1CCOc2c(cc(-c3ccc(OC)c(OC)c3)cc2OC[C@H]2CCCN(C)C2)C1,No,No,CHEMBL3774655,689769,"www.doi.org/10.1158/0008-5472.CAN-15-0236, http://www.ncbi.nlm.nih.gov/pubmed/26552700",Antagonizes interaction with acetylated lysine,"167 nM, 151 nM, 170 nM","ITC, Biolayer interferometry
I-CBP112 displaced acetylated lysine peptides from CBP",600 nM,"In cells, I-CBP112 interfered with CBP interaction with acetylated lysine-containing proteins in FRAP and BRET assays.","IC 50, IC50",Mouse,3 mg/mL,
Luminespib,4.0,3.7,3.0,No,https://www.chemicalprobes.org/luminespib,"HSP90AA1, HSP90AB1","Other post-translational modification, Other post-translational modification","Chaperone , Chaperone ",2020-05-11,"P07900, P08238",NDAZATDQFDPQBD-UHFFFAOYSA-N,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,No,No,CHEMBL252164,563431,"www.doi.org/10.1158/0008-5472.CAN-07-5256, www.doi.org/10.3109/10428194.2012.698278, www.doi.org/10.1021/jm701018h, www.doi.org/10.1021/jm9004708, www.doi.org/10.1186/bcr1996, www.doi.org/10.1158/1078-0432.CCR-05-0518, https://www.ncbi.nlm.nih.gov/pubmed/18413753, https://www.ncbi.nlm.nih.gov/pubmed/22646928, https://www.ncbi.nlm.nih.gov/pubmed/22753713, https://www.ncbi.nlm.nih.gov/pubmed/18020435, https://www.ncbi.nlm.nih.gov/pubmed/20055425, https://www.ncbi.nlm.nih.gov/pubmed/18430202, https://www.ncbi.nlm.nih.gov/pubmed/16203796",Inhibitor,"7.8 nM, 21 nM",Fluorescence polarisation (FP) competitive binding assay,from 2.3 to 39 nM in various tumour cells; (*Growth Inhibition 50%),"Extensive evidence is available to validate depletion of client proteins (eg kinases CDK4, RAF and ERBB2/HER2 and transcription factors such as the estrogen and androgen receptor) together with increased expression of HSF1-regulated genes such as HSP72 and HSP27 as on-target molecular effects of HSP90 inhibitors) Eccles et al. 2008 (DOI: 10.1158/0008-5472.CAN-07-5256) and Banerji et al. 2005 (DOI: 10.1158/1078-0432.CCR-05-0518)",GI50*,Mouse,50 mg/Kg,
BLU9931,3.7,4.0,3.0,No,https://www.chemicalprobes.org/blu9931,FGFR4,Protein kinase,TK,2017-03-14,P22455,TXEBNKKOLVBTFK-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,No,Yes,CHEMBL4068896,666346,"http://cancerdiscovery.aacrjournals.org/content/5/4/424.long, https://www.ncbi.nlm.nih.gov/pubmed/?term=25776529",Covalent inhibitor,0.6 X 10^5/(mol/L) s,"Omnia assay technology (Life Technologies); Incubation of recombinant FGFR4 with BLU9931 led to covalent modification of the receptor at Cys552, confirmed by mass shift and proteomics. In enzyme activity assays FGFR4 IC50=3 nM.",,"In the FGFR4-dependent cell line MDA-MB-453, BLU9931 potently and dose-dependently inhibited phosphorylation of FGFR4 substrates (FRS2, MAPK, AKT).",,Other,"10, 30 and 100 mg/kg",
MK-5108,4.0,4.0,3.0,No,https://www.chemicalprobes.org/mk-5108,AURKA,Kinase,cell cycle-regulated kinase,2015-12-10,O14965,LCVIRAZGMYMNNT-UHFFFAOYSA-N,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,No,No,CHEMBL3182444,387296,"http://mct.aacrjournals.org/content/9/1/157.long, http://www.ncbi.nlm.nih.gov/pubmed/20053775",ATP-competitive inhibitor,0.064 nM,Kinase Profiler Assay,,"In cells, MK-5108 inhibited AURKA autophosphorylation and the accumulation of phosphoH3 in response to DNA damage.",,,,
GNE-781,4.0,4.0,2.0,No,https://www.chemicalprobes.org/gne-781,"CREBBP, EP300","Epigenetic, Epigenetic","Bromodomain, Bromodomain",2020-11-25,"Q92793, Q09472",CQCWHSDMJBAGDC-UHFFFAOYSA-N,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,Yes,No,CHEMBL4097025,788110,"www.doi.org/10.1021/acs.jmedchem.7b00796, https://pubmed.ncbi.nlm.nih.gov/28892380/",Inhibitor,"0.94 nM, 1.2 nM",Time-Resolved Fluorescence Resonance Energy Transfer Assays,"6.2 nM, 6.6 nM","CBP BRET assay, MYC Expression inhibition","IC 50, EC 50",Other,"1 mg/Kg IV, 5 mg/Kg PO, 5-10-30 mg/Kg PO BID, Reviewer suggested: max 30 mg/Kg",
LSN-3213128,4.0,4.0,1.0,No,https://www.chemicalprobes.org/lsn-3213128,ATIC,Other,formyltransferase and cyclohydrolase,2020-10-22,P31939,DSUZLJDXUJUTGI-LLVKDONJSA-N,O=c1[nH]ccc2cc(F)c(NS(=O)(=O)c3ccc(N4CC[C@@H](O)C4)s3)cc12,No,No,CHEMBL4063104,1880818,"www.doi.org/10.1021/acs.jmedchem.7b01046, www.doi.org/10.1038/s41598-018-33453-4, https://pubmed.ncbi.nlm.nih.gov/29072452/, https://pubmed.ncbi.nlm.nih.gov/30337562/",Inhibitor,16 ± 11 nM,Enzymatic Assay,19 ± 8 nM,ZMP accumulation in Vitro Assay,IC50,Mouse,"1 mg/Kg (IV), 10 mg/Kg (PO)",
CGI1746,4.0,4.0,3.0,No,https://www.chemicalprobes.org/cgi1746,BTK,Kinase,TK,2015-12-10,Q06187,JIFCFQDXHMUPGP-UHFFFAOYSA-N,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,No,No,CHEMBL1230541,885852,"http://www.nature.com/nchembio/journal/v7/n1/full/nchembio.481.html, http://www.ncbi.nlm.nih.gov/pubmed/21113169",ATP-competitive inhbitor,"1.5 nM, 1.9 nM","Lanthascreen assay, In vitro kinase assay",~2.9 nM,Average IC50 for several assay is given. Assays included inhibition of autophosphorylation and protein substrate phosphorylation.,IC50,Mouse,100 mg/kg,
25CN-NBOH,4.0,3.7,3.0,No,https://www.chemicalprobes.org/25cn-nboh,"HTR2A, HTR2C, HTR2B","GPCR, GPCR, GPCR","Serotonin Receptor, Serotonin Receptor",2020-06-17,"P28223, P28335, P41595",VWEDZTZAXHMZIL-UHFFFAOYSA-N,COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N,Yes,No,,2968795,"www.doi.org/10.3389/fphar.2018.00017, www.doi.org/10.1007/s00213-018-5118-y, www.doi.org/10.1007/s00213-014-3739-3, www.doi.org/10.1016/j.neuropharm.2016.03.038, www.doi.org/10.1124/jpet.117.239905, www.doi.org/10.1021/cn400216u, https://pubmed.ncbi.nlm.nih.gov/29467649, https://pubmed.ncbi.nlm.nih.gov/30448990, https://pubmed.ncbi.nlm.nih.gov/25224567, https://pubmed.ncbi.nlm.nih.gov/27020041, https://pubmed.ncbi.nlm.nih.gov/28360333, https://pubmed.ncbi.nlm.nih.gov/24397362/",Agonist,"0.81 nM, 42 nM (2C), 30 nM","Radioligand competition binding assay performed using: [3H]LSD (data shown), [3H]Cimbi-36, ([3H]ketanserin), ([3H]mesulergine)","2.4 nM, 350 nM",IP-One homogeneous time-resolved fluorescence assay,EC 50,Mouse,0.1 to 10 mg/Kg,
